1001,Smith2001,Tongass; Dog Island,USA,AK,54.96667,-131.31667
1002,Smith2001,Tongass; Old Tom Creek,USA,AK,55.38333,-132.41667
1003,Smith2001,Tongass; Rio Roberts,USA,AK,55.7,-132.71667
1004,Smith2001,Tongass; Kadin Island,USA,AK,56.51667,-132.45
1005,Smith2001,Tongass; West Gambier Bay,USA,AK,57.41667,-133.93333
1006,Smith2001,Tongass; Cape Fanshaw,USA,AK,57.21667,-133.48333
1007,Smith2001,Tongass; Limestone Inlet,USA,AK,58.03333,-133.95
1008,Drost2008,Death Valley National Park,USA,CA,36.461944,-116.866667
1009,Drost2008,Joshua Tree National Park,USA,CA,33.837197,-115.952919
1010,Drost2008,Lake Mead National Recreation Area ,USA,AZ,36,-114.460561
1011,Drost2008,Manzanar National Historic Site,USA,CA,36.727447,-118.153897
1012,Drost2008,Mojave National Preserve,USA,CA,35.042881,-115.40036
1013,Waldien2005,McDonald-Dunn Research Forest; Oregon Coast Range,USA,OR,44.637175,-123.310781
1014,Waldien2005,McDonald-Dunn Research Forest; Oregon Coast Range,USA,OR,44.637175,-123.310781
1015,Waldien2005,McDonald-Dunn Research Forest; Oregon Coast Range,USA,OR,44.637175,-123.310781
1016,Waldien2005,McDonald-Dunn Research Forest; Oregon Coast Range,USA,OR,44.637175,-123.310781
1017,Waldien2005,McDonald-Dunn Research Forest; Oregon Coast Range,USA,OR,44.637175,-123.310781
1018,Waldien2005,McDonald-Dunn Research Forest; Oregon Coast Range,USA,OR,44.637175,-123.310781
1019,Waldien2005,McDonald-Dunn Research Forest; Oregon Coast Range,USA,OR,44.637175,-123.310781
1020,Waldien2005,McDonald-Dunn Research Forest; Oregon Coast Range,USA,OR,44.637175,-123.310781
1021,Kepner1978,Mixed Riparian Shrub Black Canyon/Skull Valley planning unit,USA,AZ ,34.252058,-112.522733
1022,Kepner1978,Arizona Upland Black Canyon/Skull Valley planning unit,USA,AZ,34.252058,-112.522733
1023,Kepner1978,Lower Colorado Black Canyon/Skull Valley planning unit,USA,AZ ,34.252058,-112.522733
1024,Kepner1978,Desert Grassland Black Canyon/Skull Valley planning unit,USA,AZ,34.252058,-112.522733
1025,Kepner1978,Cottonwood/Willow Black Canyon/Skull Valley planning unit,USA,AZ ,34.252058,-112.522733
1026,Kepner1978,Chaparral Black Canyon/Skull Valley planning unit,USA,AZ,34.252058,-112.522733
1027,Kepner1978,Mixed Broadleaf Black Canyon/Skull Valley planning unit,USA,AZ ,34.252058,-112.522733
1028,Kepner1978,Mesquite Acacia Bosque Black Canyon/Skull Valley planning unit,USA,AZ,34.252058,-112.522733
1029,Scott1988,Coulter Mesa; White River National Forest; 20 miles north of Rifle,USA,CO,39.737758,-107.731454
1030,Scott1988,Coulter Mesa; White River National Forest; 20 miles north of Rifle,USA,CO,39.737758,-107.731454
1031,Scott1988,Coulter Mesa; White River National Forest; 20 miles north of Rifle,USA,CO,39.737758,-107.731454
1032,Scott1988,Coulter Mesa; White River National Forest; 20 miles north of Rifle,USA,CO,39.737758,-107.731454
1033,Scott1988,Coulter Mesa; White River National Forest; 20 miles north of Rifle,USA,CO,39.737758,-107.731454
1034,Medin1989a,Unlogged; Forested watershed SC-3; Silver Creek drainage; a tributary of the Middle Fork of the Payette River; Valley County,USA,ID,44.837728,-115.787619
1035,Medin1989a,Logged watershed SC-7; pre-logging; Silver Creek drainage; a tributary of the Middle Fork of the Payette River in Valley County,USA,ID,44.837728,-115.787619
1036,Szaro1987,Queen River; Whitlow Ranch Dam; Pinal County,USA,AZ,33.28672,-111.278588
1037,Szaro1987,Queen River; Whitlow Ranch Dam; Pinal County,USA,AZ,33.28672,-111.278588
1038,Szaro1987,Queen River; Whitlow Ranch Dam; Pinal County,USA,AZ,33.28672,-111.278588
1039,Szaro1987,Queen River; Whitlow Ranch Dam; Pinal County,USA,AZ,33.28672,-111.278588
1040,Jorgensen1965,1CC; Grayia-Lycium; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1041,Jorgensen1965,2CB; Coleogyne; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1042,Jorgensen1965,2CC; Grayia-Lycium; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1043,Jorgensen1965,2CE; Coleogyne; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1044,Jorgensen1965,2CF; Coleogyne; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1045,Jorgensen1965,3CD; Coleogyne; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1046,Jorgensen1965,3CE; Coleogyne; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1047,Jorgensen1965,3CF; Coleogyne; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1048,Jorgensen1965,3CG; Grayia-Lycium; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1049,Jorgensen1965,3CH; Mixed; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1050,Jorgensen1965,3CI; Atriplex-Kochia; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1051,Jorgensen1965,3CK; Salsola; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1052,Jorgensen1965,3CL; Salsola; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1053,Jorgensen1965,3CM; Salsola; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1054,Jorgensen1965,4CJ; Coleogyne;  Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1055,Jorgensen1965,4CK; Coleogyne; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1056,Jorgensen1965,5CU; Larrea-Franseria; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1057,Jorgensen1965,5 Curlew Valley; Box Elder County; Larrea-Franseria; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1058,Jorgensen1965,5CW; Mixed;  Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1059,Jorgensen1965,5CX; Larrea-Franseria; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1060,Jorgensen1965,5CY; Larrea-Franseria; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1061,Jorgensen1965,5CZ; Larrea-Franseria; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1062,Jorgensen1965,5HA; Larrea-Franseria; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
1063,Jorgensen1965,5HB; Mixed;  Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992
